id,label
ISIC_0024306.jpg,nv
ISIC_0024307.jpg,nv
ISIC_0024308.jpg,nv
ISIC_0024309.jpg,nv
ISIC_0024310.jpg,mel
ISIC_0024311.jpg,nv
ISIC_0024312.jpg,bkl
ISIC_0024313.jpg,mel
ISIC_0024314.jpg,nv
ISIC_0024315.jpg,mel
ISIC_0024316.jpg,nv
ISIC_0024317.jpg,nv
ISIC_0024318.jpg,df
ISIC_0024319.jpg,nv
ISIC_0024320.jpg,nv
ISIC_0024321.jpg,nv
ISIC_0024322.jpg,nv
ISIC_0024323.jpg,mel
ISIC_0024324.jpg,bkl
ISIC_0024325.jpg,nv
ISIC_0024326.jpg,nv
ISIC_0024327.jpg,nv
ISIC_0024328.jpg,nv
ISIC_0024329.jpg,akiec
ISIC_0024330.jpg,df
ISIC_0024331.jpg,bcc
ISIC_0024332.jpg,bcc
ISIC_0024333.jpg,mel
ISIC_0024334.jpg,nv
ISIC_0024335.jpg,nv
ISIC_0024336.jpg,bkl
ISIC_0024337.jpg,bkl
ISIC_0024338.jpg,bkl
ISIC_0024339.jpg,nv
ISIC_0024340.jpg,nv
ISIC_0024341.jpg,nv
ISIC_0024342.jpg,nv
ISIC_0024343.jpg,nv
ISIC_0024344.jpg,nv
ISIC_0024345.jpg,bcc
ISIC_0024346.jpg,nv
ISIC_0024347.jpg,nv
ISIC_0024348.jpg,nv
ISIC_0024349.jpg,nv
ISIC_0024350.jpg,nv
ISIC_0024351.jpg,mel
ISIC_0024352.jpg,nv
ISIC_0024353.jpg,nv
ISIC_0024354.jpg,nv
ISIC_0024355.jpg,nv
ISIC_0024356.jpg,nv
ISIC_0024357.jpg,nv
ISIC_0024358.jpg,bkl
ISIC_0024359.jpg,nv
ISIC_0024360.jpg,bcc
ISIC_0024361.jpg,nv
ISIC_0024362.jpg,nv
ISIC_0024363.jpg,nv
ISIC_0024364.jpg,nv
ISIC_0024365.jpg,nv
ISIC_0024366.jpg,nv
ISIC_0024367.jpg,mel
ISIC_0024368.jpg,nv
ISIC_0024369.jpg,nv
ISIC_0024370.jpg,vasc
ISIC_0024371.jpg,bkl
ISIC_0024372.jpg,akiec
ISIC_0024373.jpg,nv
ISIC_0024374.jpg,nv
ISIC_0024375.jpg,vasc
ISIC_0024376.jpg,nv
ISIC_0024377.jpg,nv
ISIC_0024378.jpg,nv
ISIC_0024379.jpg,nv
ISIC_0024380.jpg,nv
ISIC_0024381.jpg,bkl
ISIC_0024382.jpg,bkl
ISIC_0024383.jpg,bkl
ISIC_0024384.jpg,nv
ISIC_0024385.jpg,nv
ISIC_0024386.jpg,df
ISIC_0024387.jpg,nv
ISIC_0024388.jpg,nv
ISIC_0024389.jpg,nv
ISIC_0024390.jpg,nv
ISIC_0024391.jpg,nv
ISIC_0024392.jpg,nv
ISIC_0024393.jpg,nv
ISIC_0024394.jpg,nv
ISIC_0024395.jpg,nv
ISIC_0024396.jpg,df
ISIC_0024397.jpg,nv
ISIC_0024398.jpg,nv
ISIC_0024399.jpg,nv
ISIC_0024400.jpg,mel
ISIC_0024401.jpg,nv
ISIC_0024402.jpg,vasc
ISIC_0024403.jpg,bcc
ISIC_0024404.jpg,nv
ISIC_0024405.jpg,nv
ISIC_0024406.jpg,nv
ISIC_0024407.jpg,nv
ISIC_0024408.jpg,bkl
ISIC_0024409.jpg,bkl
ISIC_0024410.jpg,mel
ISIC_0024411.jpg,bcc
ISIC_0024412.jpg,bkl
ISIC_0024413.jpg,nv
ISIC_0024414.jpg,nv
ISIC_0024415.jpg,nv
ISIC_0024416.jpg,nv
ISIC_0024417.jpg,nv
ISIC_0024418.jpg,akiec
ISIC_0024419.jpg,nv
ISIC_0024420.jpg,bkl
ISIC_0024421.jpg,nv
ISIC_0024422.jpg,bkl
ISIC_0024423.jpg,nv
ISIC_0024424.jpg,nv
ISIC_0024425.jpg,nv
ISIC_0024426.jpg,bkl
ISIC_0024427.jpg,nv
ISIC_0024428.jpg,nv
ISIC_0024429.jpg,nv
ISIC_0024430.jpg,nv
ISIC_0024431.jpg,bcc
ISIC_0024432.jpg,bcc
ISIC_0024433.jpg,nv
ISIC_0024434.jpg,nv
ISIC_0024435.jpg,bkl
ISIC_0024436.jpg,bcc
ISIC_0024437.jpg,nv
ISIC_0024438.jpg,nv
ISIC_0024439.jpg,nv
ISIC_0024440.jpg,nv
ISIC_0024441.jpg,nv
ISIC_0024442.jpg,nv
ISIC_0024443.jpg,bcc
ISIC_0024444.jpg,nv
ISIC_0024445.jpg,bkl
ISIC_0024446.jpg,bkl
ISIC_0024447.jpg,nv
ISIC_0024448.jpg,bcc
ISIC_0024449.jpg,mel
ISIC_0024450.jpg,akiec
ISIC_0024451.jpg,nv
ISIC_0024452.jpg,bcc
ISIC_0024453.jpg,bkl
ISIC_0024454.jpg,bcc
ISIC_0024455.jpg,nv
ISIC_0024456.jpg,nv
ISIC_0024457.jpg,bcc
ISIC_0024458.jpg,nv
ISIC_0024459.jpg,mel
ISIC_0024460.jpg,nv
ISIC_0024461.jpg,bcc
ISIC_0024462.jpg,nv
ISIC_0024463.jpg,akiec
ISIC_0024464.jpg,nv
ISIC_0024465.jpg,nv
ISIC_0024466.jpg,nv
ISIC_0024467.jpg,nv
ISIC_0024468.jpg,akiec
ISIC_0024469.jpg,nv
ISIC_0024470.jpg,akiec
ISIC_0024471.jpg,bkl
ISIC_0024472.jpg,bcc
ISIC_0024473.jpg,nv
ISIC_0024474.jpg,nv
ISIC_0024475.jpg,vasc
ISIC_0024476.jpg,nv
ISIC_0024477.jpg,bkl
ISIC_0024478.jpg,nv
ISIC_0024479.jpg,nv
ISIC_0024480.jpg,nv
ISIC_0024481.jpg,mel
ISIC_0024482.jpg,mel
ISIC_0024483.jpg,nv
ISIC_0024484.jpg,nv
ISIC_0024485.jpg,nv
ISIC_0024486.jpg,nv
ISIC_0024487.jpg,nv
ISIC_0024488.jpg,nv
ISIC_0024489.jpg,bkl
ISIC_0024490.jpg,bkl
ISIC_0024491.jpg,nv
ISIC_0024492.jpg,nv
ISIC_0024493.jpg,nv
ISIC_0024494.jpg,bkl
ISIC_0024495.jpg,bkl
ISIC_0024496.jpg,mel
ISIC_0024497.jpg,nv
ISIC_0024498.jpg,bkl
ISIC_0024499.jpg,nv
ISIC_0024500.jpg,nv
ISIC_0024501.jpg,nv
ISIC_0024502.jpg,nv
ISIC_0024503.jpg,nv
ISIC_0024504.jpg,bcc
ISIC_0024505.jpg,bkl
ISIC_0024506.jpg,nv
ISIC_0024507.jpg,nv
ISIC_0024508.jpg,nv
ISIC_0024509.jpg,nv
ISIC_0024510.jpg,nv
ISIC_0024511.jpg,akiec
ISIC_0024512.jpg,nv
ISIC_0024513.jpg,nv
ISIC_0024514.jpg,nv
ISIC_0024515.jpg,bcc
ISIC_0024516.jpg,mel
ISIC_0024517.jpg,akiec
ISIC_0024518.jpg,nv
ISIC_0024519.jpg,nv
ISIC_0024520.jpg,nv
ISIC_0024521.jpg,nv
ISIC_0024522.jpg,akiec
ISIC_0024523.jpg,nv
ISIC_0024524.jpg,nv
ISIC_0024525.jpg,mel
ISIC_0024526.jpg,nv
ISIC_0024527.jpg,nv
ISIC_0024528.jpg,nv
ISIC_0024529.jpg,nv
ISIC_0024530.jpg,nv
ISIC_0024531.jpg,nv
ISIC_0024532.jpg,nv
ISIC_0024533.jpg,nv
ISIC_0024534.jpg,nv
ISIC_0024535.jpg,nv
ISIC_0024536.jpg,nv
ISIC_0024537.jpg,mel
ISIC_0024538.jpg,nv
ISIC_0024539.jpg,akiec
ISIC_0024540.jpg,nv
ISIC_0024541.jpg,nv
ISIC_0024542.jpg,nv
ISIC_0024543.jpg,nv
ISIC_0024544.jpg,nv
ISIC_0024545.jpg,mel
ISIC_0024546.jpg,mel
ISIC_0024547.jpg,bkl
ISIC_0024548.jpg,nv
ISIC_0024549.jpg,nv
ISIC_0024550.jpg,bcc
ISIC_0024551.jpg,nv
ISIC_0024552.jpg,mel
ISIC_0024553.jpg,df
ISIC_0024554.jpg,mel
ISIC_0024555.jpg,nv
ISIC_0024556.jpg,nv
ISIC_0024557.jpg,nv
ISIC_0024558.jpg,nv
